firstName,lastName,email,phone,zipCode,address,apt,city,state,dob,timezone,latitude,longitude
Vincent,Williams,vincent.williams5@hotmail.com,9296711081,11358,3794 Park Rd,,Queens,NY,08/06/1952,America/New_York,40.759998,-73.796932
Michelle,Davis,m.davis@hotmail.com,6073991991,12210,7778 Jackson St,Apt 982,Albany,NY,04/27/1949,America/New_York,42.68354,-73.82183
Lisa,Miller,lisa.miller8@hotmail.com,9149216331,10454,4197 Oak Ave,Apt 313,Bronx,NY,02/17/1975,America/New_York,40.803814,-73.924002
Donna,Esposito,donna.esposito76@gmail.com,9178851739,11206,3132 Wilson Rd,Apt 999,Brooklyn,NY,06/16/1976,America/New_York,40.699047,-73.942186
Anthony,Ferrari,anthony.ferrari4@protonmail.com,9148748444,12202,7358 Martin St,Apt 141,Albany,NY,01/16/1994,America/New_York,42.679549,-73.839794
Jennifer,Smith,j.smith@yahoo.com,7163063679,12208,2706 Brown St,,Albany,NY,11/27/1948,America/New_York,42.704231,-73.843629
Frank,Williams,frankwill@hotmail.com,5184075448,11102,1843 Williams Ave,,Queens,NY,05/07/1995,America/New_York,40.762031,-73.925122
Michael,Ferrari,michaelfer51@yahoo.com,9296429856,14205,9530 First St,,Buffalo,NY,07/10/1946,America/New_York,42.897624,-78.841972
Donna,Esposito,donna940@yahoo.com,9298891618,11355,8001 Second St,Apt 346,Queens,NY,05/17/1990,America/New_York,40.750477,-73.823167
Joseph,Johnson,josephjoh88@protonmail.com,7163396734,10016,4694 Davis Ave,,New York,NY,04/23/1962,America/New_York,40.74736,-73.974173
Michelle,Wilson,michelle.wilson4@outlook.com,5186394914,11205,8053 Jackson St,,Brooklyn,NY,02/01/1988,America/New_York,40.693769,-73.971109
Maria,Russo,m.russo@hotmail.com,5162409260,13201,277 Second St,Apt 991,Syracuse,NY,05/16/1958,America/New_York,43.046054,-76.150541
John,Smith,johnsmith103@gmail.com,2124556220,13202,2624 Oak Ave,,Syracuse,NY,09/20/1952,America/New_York,43.033538,-76.138976
Michelle,Wilson,michellewils@hotmail.com,6312494569,10010,682 Davis Ave,Apt 961,New York,NY,03/23/1961,America/New_York,40.739843,-73.985086
Nicholas,Ricci,nricci57@hotmail.com,7168473144,11103,5134 Jackson St,Apt 740,Queens,NY,12/13/2001,America/New_York,40.763961,-73.913647
Joseph,Esposito,jesposito26@protonmail.com,6463755975,10308,3918 Johnson Rd,,Staten Island,NY,10/05/1990,America/New_York,40.557626,-74.149216
Anthony,Jones,anthonyjones13@protonmail.com,7184362076,12205,8221 Third St,Apt 367,Albany,NY,09/26/1945,America/New_York,42.714714,-73.81469
John,Smith,johnsmith18@outlook.com,5163685076,14608,2164 Williams Ave,,Rochester,NY,05/07/1971,America/New_York,43.131189,-77.54004
Catherine,Greco,catherine465@gmail.com,5162677183,11202,9723 Taylor Ave,Apt 279,Brooklyn,NY,03/28/1974,America/New_York,40.697802,-73.993101
Frank,Conti,f.conti@outlook.com,3157119504,10005,675 Elm St,Apt 188,New York,NY,03/12/1945,America/New_York,40.703787,-74.007692
Nicholas,Romano,n.romano@yahoo.com,3159837255,10304,6145 Thomas Rd,Apt 756,Staten Island,NY,01/17/1996,America/New_York,40.606878,-74.085478
Donna,Russo,donna.russo3@yahoo.com,3155231685,11101,4049 Jackson St,,Queens,NY,06/08/2004,America/New_York,40.753031,-73.94471
Vincent,Wilson,vincent.wilson51@hotmail.com,3156086107,14208,6139 Wilson Rd,Apt 685,Buffalo,NY,06/04/1951,America/New_York,42.838731,-78.801812
Angela,Wilson,angela_wilson@hotmail.com,6319977470,14604,8113 Park Rd,,Rochester,NY,07/03/1953,America/New_York,43.142573,-77.577478
Catherine,Esposito,catherine_esposito9@protonmail.com,5162964830,10001,829 Maple Ave,Apt 164,New York,NY,07/15/1977,America/New_York,40.748132,-73.996332
Salvatore,Davis,salvatore_davis@yahoo.com,6072354522,10020,6903 Jefferson St,,New York,NY,12/05/1967,America/New_York,40.759249,-73.987653
Frank,Esposito,f.esposito@protonmail.com,9349114653,11358,7477 Lincoln Rd,,Queens,NY,10/07/1968,America/New_York,40.764958,-73.793597
Angela,Johnson,angela.johnson76@protonmail.com,6318312983,11208,1813 Madison Ave,Apt 713,Brooklyn,NY,03/19/1976,America/New_York,40.667699,-73.873051
Nicholas,Brown,nicholas.brown02@hotmail.com,9349196144,10457,217 Williams Ave,Apt 240,Bronx,NY,03/07/2002,America/New_York,40.850191,-73.898558
Joseph,Williams,joseph1004@gmail.com,5183929534,10010,6682 Miller St,,New York,NY,03/06/1994,America/New_York,40.742635,-73.9791
Joseph,Jones,jjones85@protonmail.com,5185466786,10452,8321 Cedar Ln,,Bronx,NY,12/17/1958,America/New_York,40.839763,-73.924023
Christine,Smith,csmith50@hotmail.com,5184894083,12206,5660 Lincoln Rd,,Albany,NY,08/17/1964,America/New_York,42.643958,-73.805727
Nicholas,Miller,nmiller52@protonmail.com,5184832382,13208,4268 Johnson Rd,Apt 765,Syracuse,NY,12/03/2003,America/New_York,43.010056,-76.08112
John,Ferrari,john.ferrari58@protonmail.com,3475499147,13210,4602 Davis Ave,,Syracuse,NY,04/12/1958,America/New_York,42.993361,-76.057021
Maria,Greco,mariag04@outlook.com,6318526658,10012,2564 Miller St,,New York,NY,12/28/2004,America/New_York,40.723596,-73.997548
Vincent,Conti,vincentc80@outlook.com,6469828601,14201,8725 Jones St,Apt 340,Buffalo,NY,11/20/1980,America/New_York,42.888459,-78.879204
Anthony,Greco,anthonyg53@gmail.com,6466674481,10013,7892 Second St,,New York,NY,05/11/1953,America/New_York,40.715677,-74.005756
Salvatore,Johnson,s.johnson@gmail.com,3152659109,10305,4261 Thomas Rd,,Staten Island,NY,08/12/1971,America/New_York,40.600657,-74.073159
Christine,Greco,christinegrec@hotmail.com,9175363624,10308,8184 Jackson St,Apt 620,Staten Island,NY,03/11/2001,America/New_York,40.552215,-74.152688
Donna,Esposito,desposito34@outlook.com,7169768421,10303,1616 Elm St,,Staten Island,NY,09/25/1948,America/New_York,40.638248,-74.169401
Joseph,Wilson,joseph746@protonmail.com,3159366027,10012,7737 Thomas Rd,,New York,NY,03/23/1953,America/New_York,40.721076,-73.99714
Nicholas,Williams,nicholas.williams2@outlook.com,6466759532,12202,7604 Cedar Ln,Apt 532,Albany,NY,04/26/1957,America/New_York,42.677336,-73.836471
John,Williams,john191@hotmail.com,7183861315,10302,77 Adams St,Apt 841,Staten Island,NY,12/27/1988,America/New_York,40.627827,-74.138857
Nicholas,Davis,n.davis@gmail.com,3473434627,10017,2858 Oak Ave,,New York,NY,03/25/1958,America/New_York,40.7502,-73.970427
Maria,Ricci,maria.ricci1@hotmail.com,7182626117,10454,4397 First St,,Bronx,NY,10/16/1986,America/New_York,40.806397,-73.914673
Vincent,Smith,vincent1070@hotmail.com,5167124210,10451,1306 Cedar Ln,,Bronx,NY,10/03/1946,America/New_York,40.822184,-73.929083
Christine,Marino,christine.marino69@protonmail.com,9349469494,10309,2837 Wilson Rd,,Staten Island,NY,03/23/1969,America/New_York,40.522135,-74.208309
Maria,Jones,m.jones@protonmail.com,8458854386,10014,4344 Fifth St,,New York,NY,12/11/1997,America/New_York,40.734508,-74.01101
Christine,Esposito,christine.esposito@yahoo.com,3473575538,10013,4715 Elm St,,New York,NY,05/22/1964,America/New_York,40.718063,-74.009423
Christine,Greco,christine_greco@yahoo.com,6073056956,12201,151 Lincoln Rd,,Albany,NY,07/06/1976,America/New_York,42.687468,-73.838601
Michael,Esposito,michael.esposito8@protonmail.com,9342669687,11205,2721 Oak Ave,,Brooklyn,NY,11/06/1977,America/New_York,40.699474,-73.965739
Donna,Williams,donna.williams@hotmail.com,9146514159,11204,8841 Fourth St,,Brooklyn,NY,05/07/1991,America/New_York,40.613635,-73.983151
Donna,Jones,donna_jones78@outlook.com,6314236654,10452,6662 Oak Ave,Apt 403,Bronx,NY,01/18/1980,America/New_York,40.836427,-73.92148
Anthony,Brown,anthony.brown1@hotmail.com,3154696476,12206,5160 Second St,,Albany,NY,12/10/1951,America/New_York,42.640553,-73.804215
Salvatore,Miller,smiller25@gmail.com,6073311270,14203,2736 Wilson Rd,Apt 931,Buffalo,NY,10/23/1951,America/New_York,42.871401,-78.854293
John,Greco,johng80@gmail.com,6079513132,10016,5233 Fourth St,Apt 619,New York,NY,08/09/1980,America/New_York,40.745814,-73.974268
Anthony,Davis,anthonyd06@protonmail.com,6319823105,10457,7620 Taylor Ave,,Bronx,NY,12/26/2006,America/New_York,40.847411,-73.896555
Lisa,Davis,lisa.davis45@gmail.com,3156077511,13204,816 Maple Ave,,Syracuse,NY,12/28/1979,America/New_York,43.02697,-76.115649
Anthony,Williams,a.williams@hotmail.com,6078981171,10013,5267 Fourth St,Apt 490,New York,NY,05/12/1951,America/New_York,40.719493,-74.008115
Joseph,Wilson,joseph.wilson87@hotmail.com,5853159899,10009,7036 Wilson Rd,,New York,NY,09/04/1987,America/New_York,40.722053,-73.979358
Donna,Greco,donna.greco60@outlook.com,3152623139,10453,9598 Miller St,,Bronx,NY,06/23/1953,America/New_York,40.852748,-73.915964
Donna,Romano,donna.romano24@hotmail.com,8455463031,14602,9452 Brown St,,Rochester,NY,06/11/1967,America/New_York,43.163042,-77.594327
Donna,Greco,dgreco71@protonmail.com,5166496606,14602,3418 Adams St,,Rochester,NY,05/10/1979,America/New_York,43.170407,-77.602612
Angela,Jones,angela.jones7@hotmail.com,9294115885,11206,4510 Pine St,,Brooklyn,NY,05/28/1986,America/New_York,40.70376,-73.94047
Michael,Ricci,michael.ricci3@gmail.com,5166897767,10454,2831 Third St,,Bronx,NY,08/14/2007,America/New_York,40.80412,-73.914623
John,Marino,john.marino@hotmail.com,6076501522,13204,636 Brown St,,Syracuse,NY,10/11/1987,America/New_York,43.03036,-76.121137
Lisa,Romano,lisaroma@hotmail.com,9344053901,10452,7158 Moore Ave,,Bronx,NY,03/28/1963,America/New_York,40.838674,-73.922773
Angela,Marino,angela.marino@yahoo.com,6318377777,12201,7226 Jefferson St,,Albany,NY,12/13/2005,America/New_York,42.691436,-73.841399
John,Ricci,john_ricci8@yahoo.com,6318198875,10302,2096 Oak Ave,Apt 227,Staten Island,NY,09/09/1968,America/New_York,40.632306,-74.134031
Maria,Davis,mdavis50@outlook.com,9343233708,11203,2384 Anderson St,,Brooklyn,NY,03/06/1969,America/New_York,40.647823,-73.923567
Maria,Smith,mariasmi93@protonmail.com,5859882744,12207,2903 Jefferson St,,Albany,NY,05/18/2006,America/New_York,42.662838,-73.783409
Frank,Wilson,frank.wilson55@gmail.com,6077632325,11209,5374 Williams Ave,,Brooklyn,NY,02/11/1955,America/New_York,40.621765,-74.033845
John,Ferrari,johnferrari52@protonmail.com,6464805635,14204,1313 Moore Ave,,Buffalo,NY,08/04/1992,America/New_York,42.851901,-78.853136
Lisa,Johnson,lisaj45@protonmail.com,5182097383,10308,6749 Thomas Rd,,Staten Island,NY,06/09/1945,America/New_York,40.555583,-74.151881
Donna,Smith,donnasmit@protonmail.com,8459378655,10451,9745 Moore Ave,,Bronx,NY,12/14/1971,America/New_York,40.816863,-73.923677
Anthony,Russo,anthonyr86@hotmail.com,9147063759,10009,1263 Wilson Rd,,New York,NY,03/04/1986,America/New_York,40.728617,-73.978826
Joseph,Conti,joseph585@protonmail.com,8459013015,10019,8585 Miller St,,New York,NY,12/19/1948,America/New_York,40.769856,-73.981698
Anthony,Ferrari,anthonyferrari99@gmail.com,2124768545,10006,9608 Anderson St,Apt 134,New York,NY,07/21/1963,America/New_York,40.705487,-74.012946
Lisa,Marino,lisa.marino5@gmail.com,9297043330,12201,3685 Taylor Ave,,Albany,NY,06/23/1986,America/New_York,42.690169,-73.840846
Michael,Wilson,michaelw81@hotmail.com,9343603710,14605,9177 Brown St,,Rochester,NY,07/03/1981,America/New_York,43.191469,-77.567951
Jennifer,Ferrari,jennifer.ferrari66@yahoo.com,8458298434,10003,2647 Smith Rd,,New York,NY,05/06/1966,America/New_York,40.730419,-73.989253
Michelle,Romano,michelle_romano36@outlook.com,5187998768,10015,2680 Davis Ave,Apt 775,New York,NY,02/04/1953,America/New_York,40.738748,-73.997559
John,Marino,johnmarino12@hotmail.com,6469009178,10456,8057 Fourth St,,Bronx,NY,11/17/1994,America/New_York,40.833951,-73.913644
Salvatore,Conti,salvatorecon79@protonmail.com,8459893585,10453,16 Lincoln Rd,,Bronx,NY,09/09/2005,America/New_York,40.849407,-73.912484
Jennifer,Marino,jmarino12@yahoo.com,6073435846,14601,7071 Lincoln Rd,,Rochester,NY,08/25/2004,America/New_York,43.158284,-77.612908
John,Ricci,john796@yahoo.com,6468739304,10017,5020 Maple Ave,Apt 459,New York,NY,05/03/1946,America/New_York,40.750864,-73.974757
Frank,Johnson,frank.johnson@outlook.com,2126861201,10005,4816 Jones St,,New York,NY,10/04/1991,America/New_York,40.708443,-74.003862
Salvatore,Marino,salvatore_marino@protonmail.com,2124104063,10017,6074 Fifth St,,New York,NY,01/12/1987,America/New_York,40.749051,-73.970261
Christine,Ferrari,christine_ferrari95@outlook.com,6315267051,13202,903 Miller St,Apt 298,Syracuse,NY,05/23/1994,America/New_York,43.037169,-76.137575
Maria,Miller,mariam55@protonmail.com,7183204783,11357,1480 Madison Ave,,Queens,NY,10/03/1955,America/New_York,40.795318,-73.832217
Michael,Ferrari,michael.ferrari@outlook.com,7183379481,12201,2169 Pine St,,Albany,NY,11/06/1966,America/New_York,42.692801,-73.840844
Catherine,Davis,catherinedavis89@yahoo.com,8458289582,13203,6550 Wilson Rd,,Syracuse,NY,09/28/2000,America/New_York,43.061534,-76.130874
Vincent,Davis,vincent.davis93@protonmail.com,5163309397,10020,6361 Thomas Rd,,New York,NY,11/15/1999,America/New_York,40.759742,-73.979976
Angela,Johnson,angelajohnson63@yahoo.com,6076972335,10017,1016 Smith Rd,,New York,NY,09/05/1948,America/New_York,40.756358,-73.970316
Lisa,Russo,lisa151@hotmail.com,5858449529,11206,9095 Thomas Rd,,Brooklyn,NY,01/11/1947,America/New_York,40.701861,-73.945073
Angela,Brown,angela_brown75@outlook.com,6314674962,10309,4928 Wilson Rd,,Staten Island,NY,11/18/1951,America/New_York,40.526247,-74.208627
Christine,Ricci,christinericc@protonmail.com,5167725778,10454,4816 Washington Ave,,Bronx,NY,03/15/1952,America/New_York,40.809,-73.914694
Vincent,Miller,vincent.miller68@yahoo.com,3477185979,14605,2199 Second St,,Rochester,NY,08/10/2001,America/New_York,43.184029,-77.569454
Michael,Miller,michael602@gmail.com,3473132052,13201,1347 Smith Rd,,Syracuse,NY,02/06/1997,America/New_York,43.047696,-76.15078
Nicholas,Jones,nicholas.jones62@yahoo.com,6075947136,14609,1548 First St,Apt 614,Rochester,NY,04/21/1962,America/New_York,43.209258,-77.530892
Anthony,Marino,anthonymari@outlook.com,6312386861,10018,9594 Thomas Rd,,New York,NY,03/23/1951,America/New_York,40.752586,-73.98875
Frank,Ferrari,frank_ferrari@outlook.com,5189692431,12202,7056 Martin St,,Albany,NY,08/04/1947,America/New_York,42.67777,-73.837848
Jennifer,Williams,jennifer829@protonmail.com,7187577041,13202,8706 Lincoln Rd,,Syracuse,NY,07/17/1997,America/New_York,43.040255,-76.136367
Jennifer,Wilson,jenniferwilson18@gmail.com,7184144795,12202,2832 Fourth St,,Albany,NY,09/01/1994,America/New_York,42.677051,-73.835191
Joseph,Greco,josephgrec@gmail.com,7164057999,12208,963 Taylor Ave,Apt 76,Albany,NY,06/02/1965,America/New_York,42.699607,-73.849339
Joseph,Williams,jwilliams48@outlook.com,5187899619,14607,967 Brown St,,Rochester,NY,06/08/2007,America/New_York,43.195125,-77.550653
Angela,Ferrari,angelafer98@protonmail.com,7168727149,12207,3141 Fourth St,,Albany,NY,08/02/1976,America/New_York,42.663578,-73.791388
Michelle,Greco,m.greco@yahoo.com,2126514175,10459,5114 Fifth St,,Bronx,NY,04/09/1980,America/New_York,40.825907,-73.897709
Anthony,Brown,anthonybrow@gmail.com,9345778374,10305,9964 Moore Ave,,Staten Island,NY,09/12/1999,America/New_York,40.596844,-74.075026
Michelle,Conti,michelleconti48@hotmail.com,3159312148,14205,9431 Johnson Rd,,Buffalo,NY,08/02/1982,America/New_York,42.896464,-78.834227
Salvatore,Smith,salvatore.smith1@protonmail.com,8454804728,10307,8753 Washington Ave,,Staten Island,NY,06/18/1963,America/New_York,40.508483,-74.239108
Catherine,Romano,catherinerom47@hotmail.com,6468091863,12201,2515 Taylor Ave,Apt 902,Albany,NY,01/10/2005,America/New_York,42.686453,-73.833754
Jennifer,Davis,jennifer_davis66@hotmail.com,9347133458,13203,2079 Park Rd,Apt 393,Syracuse,NY,06/10/1969,America/New_York,43.06098,-76.127889
Christine,Romano,christine.romano6@protonmail.com,7163635808,13208,8621 Second St,Apt 362,Syracuse,NY,01/05/1974,America/New_York,43.006235,-76.080319
Maria,Greco,maria.greco24@hotmail.com,3153382002,11101,2825 Brown St,,Queens,NY,05/22/1945,America/New_York,40.753451,-73.93653
Lisa,Ricci,lisaricc@yahoo.com,3476464849,13201,5260 Taylor Ave,,Syracuse,NY,07/16/1958,America/New_York,43.048045,-76.150735
Salvatore,Davis,salvatore.davis1@outlook.com,6312615206,10002,4923 Fourth St,Apt 893,New York,NY,03/05/1994,America/New_York,40.714492,-73.983268
Frank,Romano,frank.romano82@protonmail.com,9143165608,14209,2921 First St,,Buffalo,NY,11/16/1975,America/New_York,42.915753,-78.792292
Salvatore,Williams,salvatorewilliams89@hotmail.com,9174611823,11355,1995 Anderson St,,Queens,NY,03/20/1971,America/New_York,40.748735,-73.822525
Vincent,Ricci,vincent.ricci7@protonmail.com,6313607417,14603,9252 Johnson Rd,,Rochester,NY,05/07/1976,America/New_York,43.174519,-77.585054
Michelle,Brown,mbrown20@yahoo.com,8459828733,10019,5679 First St,Apt 426,New York,NY,10/05/2007,America/New_York,40.769947,-73.987281
Jennifer,Davis,jdavis49@protonmail.com,7188967199,10019,3047 Third St,,New York,NY,11/08/1984,America/New_York,40.761982,-73.989921
Michelle,Ricci,michellericci24@protonmail.com,9142029408,10004,3914 Johnson Rd,Apt 250,New York,NY,10/08/1961,America/New_York,40.687037,-74.01256
Michael,Jones,michaeljones58@yahoo.com,2127043705,10003,105 Oak Ave,Apt 294,New York,NY,03/03/1948,America/New_York,40.733176,-73.984389
Donna,Davis,donna.davis@outlook.com,5163955402,10451,9115 Lincoln Rd,,Bronx,NY,09/13/1947,America/New_York,40.822796,-73.924998
Michael,Conti,michael_conti@protonmail.com,9295198483,10005,1063 Franklin Ave,,New York,NY,05/11/1998,America/New_York,40.710224,-74.004147
Michelle,Wilson,michellew57@gmail.com,6315875368,11202,304 Jefferson St,,Brooklyn,NY,02/23/1957,America/New_York,40.695352,-74.000333
Christine,Conti,christine.conti8@hotmail.com,7168274944,10459,9497 Maple Ave,,Bronx,NY,03/12/2007,America/New_York,40.827116,-73.891877
Vincent,Smith,vincent.smith5@gmail.com,7188289118,10307,8769 Anderson St,,Staten Island,NY,03/07/1997,America/New_York,40.509079,-74.239748
Angela,Conti,angelacont@gmail.com,9142771234,13201,3033 Washington Ave,,Syracuse,NY,01/16/1949,America/New_York,43.050236,-76.145621
Nicholas,Ferrari,nicholasfer98@yahoo.com,9342574848,10013,7720 Anderson St,,New York,NY,10/10/1983,America/New_York,40.723103,-74.010567
Vincent,Greco,vincent_greco@hotmail.com,6074187239,11208,9045 Johnson Rd,,Brooklyn,NY,04/14/1976,America/New_York,40.667852,-73.871335
Vincent,Conti,vincentc48@hotmail.com,8453744210,10306,9021 Jefferson St,,Staten Island,NY,04/26/1948,America/New_York,40.569202,-74.141095
Nicholas,Wilson,n.wilson@gmail.com,5165614614,10018,8542 Fifth St,Apt 633,New York,NY,08/27/1951,America/New_York,40.757724,-73.988246
Christine,Esposito,christineesposito10@gmail.com,6078428956,10001,3248 Park Rd,,New York,NY,12/04/1951,America/New_York,40.750957,-73.991756
Anthony,Brown,anthonybrown89@outlook.com,5167874805,10456,7876 Elm St,,Bronx,NY,01/10/1977,America/New_York,40.834584,-73.910491
Catherine,Miller,catherine274@yahoo.com,6074839826,12207,831 Pine St,Apt 466,Albany,NY,08/02/1948,America/New_York,42.660504,-73.790177
Donna,Brown,donna384@yahoo.com,6074245733,10459,4269 Cedar Ln,,Bronx,NY,09/20/1964,America/New_York,40.825083,-73.891694
Christine,Greco,christine_greco48@hotmail.com,6319119475,10016,1557 Johnson Rd,,New York,NY,08/27/1985,America/New_York,40.743176,-73.980571
Maria,Davis,mariadavis56@gmail.com,2129476582,10451,4998 Jackson St,,Bronx,NY,05/13/1966,America/New_York,40.818385,-73.920639
Jennifer,Russo,jennifer_russo93@outlook.com,7188222307,10017,1268 Martin St,,New York,NY,04/03/2000,America/New_York,40.752313,-73.970162
Anthony,Brown,anthony.brown97@hotmail.com,5852398548,11203,3506 Maple Ave,Apt 734,Brooklyn,NY,07/26/1952,America/New_York,40.652519,-73.924121
Christine,Ferrari,christinefer39@outlook.com,5165618639,11101,9708 Elm St,,Queens,NY,10/16/1990,America/New_York,40.747943,-73.936746
Lisa,Jones,lisaj47@outlook.com,2122528084,12201,7849 Jefferson St,,Albany,NY,09/27/1947,America/New_York,42.686941,-73.837314
Frank,Greco,frankg80@outlook.com,9296017221,14202,6687 Martin St,Apt 568,Buffalo,NY,10/15/1980,America/New_York,42.864142,-78.86354
Joseph,Russo,josephr48@hotmail.com,2123425296,11208,7014 Smith Rd,,Brooklyn,NY,10/21/1948,America/New_York,40.673151,-73.87512
Maria,Wilson,mariaw96@gmail.com,7165287796,11203,2038 Wilson Rd,Apt 406,Brooklyn,NY,07/22/1996,America/New_York,40.655238,-73.930083
Michelle,Davis,michelle116@yahoo.com,6316439957,13203,7825 Jones St,,Syracuse,NY,12/14/1972,America/New_York,43.055563,-76.12667
Salvatore,Romano,salvatore_romano@gmail.com,6074218888,10310,6168 Third St,Apt 421,Staten Island,NY,05/23/1945,America/New_York,40.631335,-74.112814
Christine,Smith,christinesmi51@gmail.com,6313273995,10003,4767 Franklin Ave,Apt 554,New York,NY,01/16/1969,America/New_York,40.736339,-73.991106
Maria,Miller,maria.miller7@gmail.com,5857699652,10306,8351 Elm St,,Staten Island,NY,02/08/2005,America/New_York,40.566204,-74.141735
Joseph,Ricci,joseph_ricci@gmail.com,3478538123,11103,2617 Oak Ave,Apt 320,Queens,NY,04/25/1961,America/New_York,40.761278,-73.912799
Catherine,Esposito,catherine.esposito45@gmail.com,5182258994,14202,5844 Fourth St,,Buffalo,NY,11/12/1945,America/New_York,42.865542,-78.86652
Lisa,Greco,lisa157@yahoo.com,9292217767,10010,5505 Second St,,New York,NY,06/02/1976,America/New_York,40.736174,-73.979246
Salvatore,Davis,salvatore_davis@yahoo.com,9143079997,14601,6726 Madison Ave,,Rochester,NY,05/22/2001,America/New_York,43.158354,-77.607548
Maria,Esposito,mariaespo@outlook.com,2124029483,10011,7873 Brown St,,New York,NY,06/27/2007,America/New_York,40.742166,-74.004252
Michelle,Ferrari,michellef64@gmail.com,9299753315,13202,4228 First St,,Syracuse,NY,02/01/1964,America/New_York,43.039918,-76.139963
Angela,Davis,adavis52@yahoo.com,9299139635,11207,2274 Cedar Ln,,Brooklyn,NY,02/09/1961,America/New_York,40.675625,-73.89116
Joseph,Marino,joseph.marino67@hotmail.com,9293191721,14210,8678 Third St,Apt 64,Buffalo,NY,04/22/1967,America/New_York,42.830092,-78.780483
Donna,Esposito,donnaesp63@gmail.com,3479313420,13206,7191 Park Rd,,Syracuse,NY,08/10/2000,America/New_York,43.016074,-76.094445
Nicholas,Johnson,nicholas_johnson@gmail.com,6076146758,10301,7271 Adams St,,Staten Island,NY,07/22/1994,America/New_York,40.637653,-74.083509
Anthony,Smith,anthony_smith79@gmail.com,9346104712,10310,37 Third St,,Staten Island,NY,06/17/1997,America/New_York,40.631331,-74.110787
Catherine,Wilson,catherine_wilson@gmail.com,9298305000,14201,9905 Jones St,,Buffalo,NY,07/05/1951,America/New_York,42.886664,-78.875915
Joseph,Williams,josephwill@yahoo.com,9143945125,11203,6662 Park Rd,,Brooklyn,NY,09/24/2002,America/New_York,40.653576,-73.924324
Michael,Greco,michael.greco22@outlook.com,5183156000,14609,4809 Martin St,Apt 299,Rochester,NY,10/23/1998,America/New_York,43.204459,-77.527841
Anthony,Greco,anthony340@gmail.com,9299188282,13204,2853 Martin St,,Syracuse,NY,12/26/1955,America/New_York,43.032756,-76.116606
Maria,Williams,maria_williams@outlook.com,5852402917,11355,1875 Madison Ave,,Queens,NY,08/09/2000,America/New_York,40.745002,-73.815907
Jennifer,Wilson,jennifer.wilson2@outlook.com,7186672157,11102,757 Wilson Rd,,Queens,NY,02/04/1955,America/New_York,40.762874,-73.925892
Joseph,Brown,joseph.brown@hotmail.com,7163023031,14203,2330 Thomas Rd,,Buffalo,NY,11/01/1985,America/New_York,42.88058,-78.854338
Angela,Romano,angela_romano61@gmail.com,9345761257,10010,3083 Moore Ave,,New York,NY,05/03/1961,America/New_York,40.742654,-73.984813
Angela,Romano,angela.romano@gmail.com,5166416201,10013,8586 Maple Ave,,New York,NY,07/18/1999,America/New_York,40.716462,-74.005918
Angela,Conti,angelacon98@outlook.com,3157524486,11356,5017 Anderson St,Apt 608,Queens,NY,11/14/1954,America/New_York,40.783522,-73.850252
Donna,Brown,dbrown49@outlook.com,5162889801,10457,8611 First St,Apt 208,Bronx,NY,07/17/1947,America/New_York,40.849206,-73.89514
John,Miller,j.miller@yahoo.com,2122684634,11358,6582 Jackson St,,Queens,NY,01/16/1999,America/New_York,40.760884,-73.793068
Michael,Ferrari,michaelferr@gmail.com,7185596113,12201,1893 Taylor Ave,Apt 3,Albany,NY,10/23/1956,America/New_York,42.691469,-73.837399
Michael,Davis,michael438@yahoo.com,6076304386,10455,1973 Park Rd,,Bronx,NY,08/16/1979,America/New_York,40.80645,-73.909572
Vincent,Romano,vincent.romano@protonmail.com,9344779925,11207,1868 Brown St,Apt 994,Brooklyn,NY,03/06/1950,America/New_York,40.668454,-73.889571
Maria,Romano,maria_romano47@hotmail.com,9144471569,10460,1371 Third St,Apt 484,Bronx,NY,02/20/1969,America/New_York,40.8431,-73.875615
Joseph,Romano,joseph_romano74@hotmail.com,9292982927,13210,8777 Lincoln Rd,,Syracuse,NY,08/07/1953,America/New_York,42.994755,-76.061295
Angela,Romano,angela.romano36@hotmail.com,8452332466,13202,9908 Taylor Ave,,Syracuse,NY,02/08/1946,America/New_York,43.038901,-76.140291
Vincent,Wilson,vwilson34@outlook.com,8457035225,13208,3209 Jones St,Apt 962,Syracuse,NY,04/28/1974,America/New_York,43.003542,-76.073963
John,Johnson,johnj07@gmail.com,5168755604,11205,8340 Williams Ave,Apt 694,Brooklyn,NY,11/15/2007,America/New_York,40.696662,-73.970749
Vincent,Johnson,vincent_johnson@gmail.com,5189779750,11354,8084 Brown St,Apt 828,Queens,NY,08/18/1956,America/New_York,40.770898,-73.840865
Christine,Brown,christine.brown@outlook.com,3473972892,10018,5983 Martin St,Apt 604,New York,NY,10/05/1959,America/New_York,40.753959,-73.996805
Nicholas,Conti,n.conti@outlook.com,5183077639,12206,8647 Davis Ave,Apt 561,Albany,NY,07/03/1966,America/New_York,42.637127,-73.808051
Donna,Conti,donna.conti5@hotmail.com,5164518338,11357,4741 Smith Rd,,Queens,NY,10/25/2004,America/New_York,40.78981,-73.837745
Nicholas,Ferrari,nicholasf52@outlook.com,8452557738,14202,1365 Brown St,Apt 222,Buffalo,NY,10/01/1952,America/New_York,42.863213,-78.86573
Jennifer,Smith,jennifer871@protonmail.com,9299664618,14607,8367 Thomas Rd,,Rochester,NY,02/20/1984,America/New_York,43.198362,-77.546763
